Job Title,Company Name,Rating,Experience,Salary,Location,Skills
Sr . Software Developers,Seyyone,3.0,2-5 Yrs,Not disclosed,Coimbatore,"Software Developer, Development, Software, Software development, SR"
Senior Software Developer,Acmeminds Solutions,4.6,8-13 Yrs,Not disclosed,Chandigarh,"c#, rest, css, software development, web services"
Senior Software Developer,Drafteq,,2-7 Yrs,Not disclosed,Delhi,"Automation testing, Manager Technology, J2Ee, Selenium, bootstrap"
Senior Software Developer,Aris Infra,3.3,4-8 Yrs,Not disclosed,Bengaluru,"Computer science, Postgresql, MySQL, Debugging, Javascript"
Software Developer / Senior Software Developer,Leuwint Technologies,4.2,3-8 Yrs,Not disclosed,"Pune, Bengaluru","JSP servlets, Delmia, C++, Core Java, jQuery"
Senior Software Developer,Mygwork,,4-7 Yrs,Not disclosed,Bengaluru,"11gr2, cloud technologies, plsql, sql, aix"
Senior Software Developer - Full Stack,Remote Opportunity for IT Services & Consulting Company,,5-10 Yrs,20-35 Lacs PA,Hyderabad,"Node.Js, React.Js, Docker, Ci/Cd, AWS"
Senior Software Developer,Nimbusflow Pvt. Ltd.,,4-8 Yrs,10-20 Lacs PA,Hybrid - Noida,"Blazor, Entity Framework, Angular, .NET Core, C#"
Principal Software Developer,Collins Aerospace,4.0,11-15 Yrs,25-32.5 Lacs PA,"Hybrid - Hyderabad, Bengaluru","Teamcenter, ITK, SOA, RAC, Customization"
Senior Dot Net Software Developer - Healthcare domain,US Healthcare based company,,5-8 Yrs,Not disclosed,Chennai(Guindy),"Angularjs, ASP.NET, Net Core Framework, Net Mvc, ASP.Net MVC"
Senior Software Developer,Product-based MNC,,4-8 Yrs,20-27.5 Lacs PA,Hybrid - Pune,"C#, .Net core, Distribution System, software architecture, Algorithms"
Senior Software Developer,Xion Solutions,,7-12 Yrs,Not disclosed,Delhi,"Web technologies, VB.NET, ADO.Net, Programming, Technical Lead"
Senior Software Developer,Wonder Home Finance,4.7,3-5 Yrs,4-6 Lacs PA,Jaipur,"Node.Js, React, Code Versioning Tools, PHP, CakePHP"
Sr Dot NET Software Developer,Educe Solutions Pvt Ltd,3.5,3-5 Yrs,Not disclosed,Pune,"Sr. .NET Software Developer, Software development, .Net, Software, Development"
Senior Software Developer,Camp Dresser & Mckee,,6-7 Yrs,Not disclosed,Bengaluru,"Configuration management, Postgresql, Machine learning, Javascript, Continuous improvement"
Senior Software Developer,arivani.com,1.0,5-8 Yrs,Not disclosed,Lucknow,"Training, Diagnostics, Project management, MySQL, Wordpress"
Sr. Software Developer,Service based Top B2B MNC in IT Services Sector,,6-10 Yrs,Not disclosed,"Pune, Chennai, Bengaluru","Bpmn, Java, camunda, Camunda Bpm, Business process management"
Senior Software Developer,Greenovative Energy,3.7,4-8 Yrs,Not disclosed,Pune(Balewadi),"Backend Development, Python Development, Sqlalchemy, Flask, Python"
"Dot Net Core Developer, software developer, .net core developer",Infogain,3.6,2-5 Yrs,Not disclosed,"Noida, Gurugram, Delhi / NCR","C#, .Net Core, LINQ, Entity Framework Core, Web Api"
Senior Software Developer,Cradlepoint,3.5,8-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Business process, Wireless, Computer science, Backend, Networking"
Senior Software Developer - Cornerstone.js,RamSoft,,4-6 Yrs,Not disclosed,Bengaluru,"Cornerstone.js, RESTful API, Software Development, ReactJS, SaaS"
Senior / Lead Software Developer,Gnxt Systems,4.1,5-7 Yrs,Not disclosed,Noida,"Java, RESTful API, Unit Testing, Kafka, Spring Boot"
Senior Software Developer (full stack),Top B2C MNC in Food Processing Domain,,5-9 Yrs,Not disclosed,Hybrid - Gurugram,"SQL Database, ASP.Net, SQL Server, Cosmos DB, Angular"
Senior Software Developer,Info Test Ehire Campaign,,3-8 Yrs,Not disclosed,Chennai,"Java, Angular OR React, SQL, Fullstack Development, Fullstack Developer"
Senior Software Developer,Transaction Network Services,4.0,3-6 Yrs,Not disclosed,Noida,"Unix, Hibernate, Tomcat, JBoss, XML"
Senior Software Developer,Intech Creative Services,3.8,5-7 Yrs,Not disclosed,Gandhinagar,"HTML5, CSS, HTML, NodeJS, CORS"
Senior Software Developer - PHP/MVC Design Patterns,Mudracircle,2.3,1-4 Yrs,Not disclosed,"Mumbai, Delhi","PHP, jQuery, Payment Gateway, OOPS, XML"
Sr . Software Developer,Aziels Technologies,5.0,3-6 Yrs,Not disclosed,New Delhi,"jQuery, Web development, Javascript, Winforms, JSON"
Sr. Software Developer,Giesecke & Devrient,3.8,6-10 Yrs,Not disclosed,Gurugram,"software architecture, Multithreading, Front end, GIT, Networking"
Senior Software Developer,SOTI,3.4,5-10 Yrs,14-24 Lacs PA,Hybrid - Kochi,"C#, .Net, Angularjs, .Net Core, Web Api"
Senior Software Developer,International Centre For Excellence (ice),,7-12 Yrs,Not disclosed,Pune,"Automation, Version control, Coding, XML, MIS"
Senior Software Developer - Fullstack - Node Angular,Ravionics,,2-5 Yrs,Not disclosed,Bengaluru,"Testing tools, Business analysis, Javascript, Agile, Selenium"
Senior Software Developer - Fullstack - Node Angular,Aptos,3.9,5-10 Yrs,Not disclosed,Bengaluru,"Backend, Front end, Debugging, Agile, Data structures"
Senior Software Developer,Systel Rugged Computers India,4.4,3-7 Yrs,Not disclosed,"Mumbai, Navi Mumbai","System architecture, Coding, Process improvement, Architectural design, Javascript"
Senior Software Developer,Ampliflex,,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Hibernate, MySQL, Javascript, J2Ee, Oracle"
Senior Software Developer,Efftabs,,3-5 Yrs,Not disclosed,Kochi,"SIDE, Usage, jQuery, Architecture, Postgresql"
Software Developer Senior Specialist,Nasdaq,3.7,8-12 Yrs,Not disclosed,Bengaluru,"Computer science, Backend, Linux, Information security, Flex"
Senior Software Developer C#,Thinkproject,,5-10 Yrs,Not disclosed,Pune,"PLM, Software development methodologies, Interpersonal skills, Networking, Analytical"
Software Developer / Senior Software Developer (PHP),Ginger Webs,2.6,2-5 Yrs,Not disclosed,Noida,"software, Ideas, Copyright, java, Senior"
Software Developer / Senior Software Developer,Eicore Technologies,3.4,3-6 Yrs,Not disclosed,Mumbai,"MS SQL, jQuery, Database design, ADO.Net, Javascript"
Senior Software Developer,Sadup Soft,4.5,5-7 Yrs,Not disclosed,"Chennai, Bengaluru","Java, Software Developer, DevOps, software development, version control"
Senior Software Developer,Intech Creative Services,3.8,5-8 Yrs,Not disclosed,Gandhinagar,"SpringBoot, Jenkins, SOA architecture, Maven, JUnit"
Sr. Software Developer,Krish Technolabs,3.4,2-4 Yrs,Not disclosed,Ahmedabad,"Training, Usage, Coding, Focus, Manager Technology"
Senior Software Developer,Prime Search,5.0,3-9 Yrs,Not disclosed,Gurugram,"jQuery, Application programming, Javascript, ASP.Net, MVC"
Senior Software Developer,Transaction Network Services,4.0,3-6 Yrs,Not disclosed,Noida,"Unix, Performance tuning, Tomcat, JBoss, Coding"
StackAvenue Technologies Senior Software Developer (Elixir/ROR),Stackavenue,,5-10 Yrs,Not disclosed,Pune,"Software Developer, Git, Software Engineering, Tdd, Cassandra"
Senior Software Developer-.Net,Decos,4.5,4-9 Yrs,Not disclosed,Pune,"Software design, Coding, TDD, XML, TIBCO"
Junior Engineer/Junior Programmer/Junior Software Developer,Prakhar Software,3.4,1-2 Yrs,Not disclosed,New Delhi,"Coding, cassandra, MongoDB, bootstrap, Software engineering"
Junior Engineer/Junior Programmer/Junior Software Developer,Prakhar Software,3.4,1-2 Yrs,Not disclosed,New Delhi,"SQL queries, jQuery, LINQ, XML, Javascript"
Junior Engineer/Junior Programmer/Junior Software Developer,Prakhar Software,3.4,1-2 Yrs,Not disclosed,New Delhi,"GIS, Web technologies, Erdas Imagine, Programming, GIS software"
Junior Engineer/Junior Programmer/Junior Software Developer,Prakhar Software,3.4,1-2 Yrs,Not disclosed,New Delhi,"Programming, Database, Core PHP, SQL, Software engineering"
Senior Software Developer,Harris Ambulatory Care Enterprise,,3-7 Yrs,Not disclosed,Remote,"c#, rest, css, software development, web services"
Software Developers / Senior Software Developers,Madsmania Edutech,,2-7 Yrs,Not disclosed,Mumbai,"System testing, Software Developer, Software development, Consulting, Programming"
Software Developer & Senior Software Developer,Aliqan Services,,3-6 Yrs,Not disclosed,Bengaluru,"System testing, Software development, Consulting, Programming, System design"
Sr. Software Developer,KRISH TECHNOLABS PVT. LTD,3.4,6-8 Yrs,Not disclosed,Ahmedabad,"Training, Coding, Manager Technology, Scrum, HRD"
Senior / Lead Software Developer,Knodtec Solutions,,8-10 Yrs,Not disclosed,Bengaluru,"HVAC, Multithreading, Debugging, Integration testing, Silicon"
Senior Software Developer,IMMO Infotech,2.3,4-9 Yrs,Not disclosed,Panaji,"MS SQL, Project management, Web development, Consulting, HTML"
"C#, ASP.NET, Web API, Senior Software Developer",Medrec Technologies,4.3,3-8 Yrs,Not disclosed,Udaipur,"jQuery, XML, Javascript, Healthcare, Windows"
Senior Software Developer,Otsi,3.6,6-8 Yrs,Not disclosed,Hyderabad,"jQuery, XML, SSRS, Javascript, Agile"
Senior Software Developer,Heera Software,4.3,5-10 Yrs,Not disclosed,Pune,"Automation, Software development methodologies, Version control, GIT, Coding"
Senior Software Developer,One Network Enterprises,3.8,5-10 Yrs,Not disclosed,Pune,"Order management, Supply chain, Computer science, Change management, Analytical"
Senior Software Developer,Pioneer E Solutions,3.6,1-6 Yrs,Not disclosed,Gurugram,"HRIS, Conflict resolution, Safety training, Management systems, Analytical"
Senior Software Developer,Pioneer E Solutions,3.6,2-5 Yrs,Not disclosed,"Kochi, Thrissur, Kozhikode, Thiruvananthapuram","CCTV, Development, Software, Software development, Senior"
Senior Software Developer,Pioneer E Solutions,3.6,1-8 Yrs,Not disclosed,Gurugram,"Display advertising, Analytical, Social media, Marketing campaigns, Database"
"Software Developer , Sr.",Savvy Software Solutions,4.3,3-5 Yrs,Not disclosed,not specified,"assembly language, C, software, HTML, SQL"
Senior Software Developer,Cube Global,,5-10 Yrs,Not disclosed,Chennai,"Change management, Linux, Integration testing, Unit testing, Troubleshooting"
Sr.Software Developer,Fusionstak,3.1,6-11 Yrs,Not disclosed,Pune,"jQuery, Coding, XML, Data structures, JSON"
Sr. Software Developer,Fretron,3.8,4-7 Yrs,Not disclosed,Gurugram,"continuous integration, Software design, Manager Quality Assurance, Coding, Technical design"
Software Developer / Sr. Software Developer,Open Destinations,2.6,2-7 Yrs,Not disclosed,North Goa,"TPM, Backend, LINQ, Front end, ADO.Net"
Senior Software Developer,Ustraa,3.9,3-5 Yrs,Not disclosed,New Delhi,"Software Development Life Cycle, Product Management, Mysql, Computer Science, Javascript"
Sr.Software Developer,Digidms,,4-7 Yrs,Not disclosed,Vadodara,"jQuery, UML, Coding, Schema, Healthcare"
Python Software Developer,MSys Technologies,3.9,5-8 Yrs,Not disclosed,"Pune, Chennai, Bengaluru","Linux, Django, Python, kubernetes, GIT"
Software Developer (Php),Ajanta Pharma,4.0,3-6 Yrs,6-10 Lacs PA,Mumbai(Andheri East +1),"SQL Server, JQuery, Database Management, Javascript, PHP"
Software Developer (.Net),Ajanta Pharma,4.0,3-6 Yrs,6-10 Lacs PA,Mumbai(Andheri East +1),"C#, JQuery, Stored Procedures, Javascript, ASP.Net"
"Senior Software Developer (Angular, UI/Front-End)",Franconnect,2.8,3-6 Yrs,Not disclosed,"Hybrid - Noida(Sector-16B Noida), Delhi / NCR","RxJS, Angular, Angular Or Above, Javascript, NgRX"
"Software Developer, Sr.",Savvy Software Solutions,4.3,2-6 Yrs,Not disclosed,Visakhapatnam,"c#, development, C, Architecture, ASP.Net MVC"
Senior Software Developer - .Net / MVC,Maxus Technologies,4.0,3-8 Yrs,Not disclosed,Bhayandar,"server, technical, software, SSRS, developing"
Senior Software Developer,Receivables Exchange Of,,4-9 Yrs,Not disclosed,Mumbai,"MS SQL, Front end, Architecture, Debugging, Javascript"
Sr. Software Developer (React. JS),well known client,,3-4 Yrs,6-8 Lacs PA,Udaipur,"SQL Database, React.Js, Docker, Github, cloudFormation"
Senior Software Developer ( SharePoint ),Synfinity Management Consultants,4.1,5-6 Yrs,Not disclosed,Bengaluru,"jQuery, Front end, MySQL, Wordpress, Debugging"
Software Developer/Sr. Software Developer (Angular JS Fullstack),Aaneel Infotech,4.0,2-7 Yrs,Not disclosed,Ahmedabad,"MS SQL, LINQ, CMS, Agile, SMS"
Core Embedded Software Developer,Global Pharma Tek,3.1,4-6 Yrs,Not disclosed,Bengaluru,"Embedded Software, C, SoC, ARM, Embedded Software Development"
Sr. Software Developer (Product Validation),Remunance Systems,4.1,8-9 Yrs,Not disclosed,Remote,"RTOS, Computer science, C++, Automation, Coding"
Senior Software Developer,HNM Sourcing,3.2,4-9 Yrs,Not disclosed,Pune,"continuous integration, it architecture, ci/cd, dbms, azure devops"
Sr. SAP Software Developer,New Era Consulting Services Pvt. Ltd.,,2-5 Yrs,Not disclosed,Hyderabad,", C, c, Server, JavaScript"
Senior Software Developer,Milliman,3.8,10-12 Yrs,Not disclosed,"Mumbai, Navi Mumbai, Mumbai (All Areas)","Javascript, ASP.Net, Microsoft Azure, Asp.Net Core Mvc, SQL Server"
Sr Software Developer - Python,Alliance Bernstein,4.0,3-6 Yrs,Not disclosed,Pune,"Front office, Data analysis, Operational risk, Bloomberg, Development Manager"
Senior Software Developer,Gove Enterprises,3.0,2-4 Yrs,Not disclosed,Hyderabad,"Software design, RDBMS, Analytical, Agile, Customer support"
Cyber Security - Senior Software Developer in Test,Research In Motion,3.9,3-6 Yrs,Not disclosed,Bengaluru,"SUB, Manager Quality Assurance, Blackberry, Configuration management, Agile"
Sr . Embedded Software Developer,Aartronix Innovations,,3-7 Yrs,Not disclosed,Rajkot,"C++, Backend, Embedded systems, PDF, Coding"
Sr . Software Developer ( IOT ),Stackavenue,,5-10 Yrs,Not disclosed,Pune,"Rabbitmq, Software Development, Software Developer, Git, Software Engineering"
Sr. Embedded software Developer / Lead,"Electrical, and Electronics Manufacturing Pune, Maharashtra",,4-9 Yrs,Not disclosed,Pune,"C/C++, communication protocol, Embedded Software Development, microcontrollers, RTOS"
Senior Software Developer,Empowered Margins,4.3,3-7 Yrs,Not disclosed,Noida,"jQuery, LINQ, Database design, System integration, Javascript"
Sr iOS Software Developer,Finite HR Consulting Private Limited,,3-6 Yrs,Not disclosed,Mumbai,"Technical product configuration, c++, C, design, MySQL"
Sr. / Jr. Software Developers,Practice Guru,,3-8 Yrs,Not disclosed,Jaipur,"Unix, Software Developer, Linux, XML, Javascript"
Sr . Software Developer : Asp . Net,Sakura Solutions,,3-8 Yrs,Not disclosed,Delhi,"XML, OOPS, Javascript, ASP.Net, HTML"
Senior Software Developer,Prakhar Software,3.4,3-6 Yrs,Not disclosed,Remote,"Backend, Linux, Coding, MySQL, Javascript"
Senior Software Developer .Net 6,Zectos Software,3.6,4-6 Yrs,Not disclosed,Pune,"continuous integration, Client solutions, Front end, Architectural design, Software development life cycle"
Sr. Software Developer,Proteam Softwares,4.7,5-8 Yrs,Not disclosed,Chennai,"server, software, mca, ajax, tools"
Sr. Software Developer .Net Technologies,Echofeel,4.8,2-4 Yrs,Not disclosed,Mumbai,"c#, software, developing, HTML, ajax"
Senior Software Developer,Diduce Technology Pvt. Ltd,5.0,5-7 Yrs,Not disclosed,Kolkata,"SCSI, Trace Parser, iSCSI, development, C"
Sr Software Developer,Ixie Gaming,3.5,5-10 Yrs,Not disclosed,Hyderabad,"IT services, SAN, Head Business Development, Coding, SOC"
Senior WordPress Developer / Software Developer,Vivan Web Solution,,2-7 Yrs,Not disclosed,Ahmedabad,"CSS, jQuery, Wordpress, Javascript, HTML"
Senior Magento Developer / Software Developer,Vivan Web Solution,,2-7 Yrs,Not disclosed,Ahmedabad,", Business Analysts, Architects, White Box and Black Box testing, box"
Senior Systems Software Developer,Research In Motion,3.9,4-8 Yrs,Not disclosed,Hyderabad,"RTOS, C++, Automation, PPC, Multithreading"
Senior Software Developer - iOS,Cachy,3.1,7-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","C++, Automation, GIT, VOIP, Animation"
Senior Software Developer,Resemble Systems,3.9,5-10 Yrs,Not disclosed,Kochi,"Project development, CSS, Project leadership, Cloud Services, Technical leadership"
Senior software developer,Skaktech,,2-7 Yrs,Not disclosed,Kozhikode,"IIS, jQuery, Web technologies, Web services, VB.NET"
Sr. Software Developer,Proteam Softwares,4.7,5-8 Yrs,Not disclosed,Chennai,"server, software, unit testing, ajax, tools"
Sr. Software developer (.Net),Syngymaxim,4.1,5-12 Yrs,Not disclosed,Hyderabad,"IIS, Data analysis, jQuery, Coding, Javascript"
Sr Software Developer ( . net core ),Notetech Software,4.6,4-9 Yrs,Not disclosed,Remote,"T-SQL, MS SQL, devops, SAAS, Javascript"
Senior Software Developer,Engineering Software Steyr,,3-5 Yrs,Not disclosed,Bengaluru,"Graphics, C++, Software design, Automation testing, Coding"
Sr Software Developer,Maruti Computers,1.9,2-7 Yrs,Not disclosed,Chennai,", HR, Talent Management, HR Policies, Recruitment"
Senior Software Developer,Shivam Technologies,4.6,3-8 Yrs,Not disclosed,Ahmedabad,"Senior Software Developer, development, database, software, design"
Senior Software Developer,Volga Infotech,3.5,4-9 Yrs,Not disclosed,Mumbai,"Senior Software Developer, software, web, design, asp.net"
Senior Embedded Software Developer,Futuristic Labs,4.3,4-6 Yrs,Not disclosed,Hyderabad,"RTOS, C++, Simulation, Hardware design, Application development"
Sr. Software Developer (Windows Desktop Applications),I-Link Infosoft Consultants Pvt. Ltd,,4-8 Yrs,Not disclosed,Ahmedabad,"Automation, MS SQL, Usage, GIT, MS Access"
Sr . Software Developer,Notiva,,3-8 Yrs,Not disclosed,Mumbai,"jQuery, RDBMS, Coding, MySQL, System design"
Senior Software Developer,Transaction Network Services,4.0,3-6 Yrs,Not disclosed,Noida,"Unix, Tomcat, Multithreading, JBoss, Coding"
Sr Software Developer,Diabos,3.0,5-10 Yrs,Not disclosed,Mumbai,"Software design, Functional testing, Analytical, Integration testing, Javascript"
Senior Software Developer,Som Imaging Informatics Pvt. Ltd.,4.9,3-6 Yrs,Not disclosed,Kolkata,"CRUD, Data migration, Web technologies, C, Networking"
Sr. Software Developer,Sarvatra Technologies,4.2,3-8 Yrs,Not disclosed,Pune,"Maven, Hibernate, Tomcat, Version control, RDBMS"
Senior Software Developer,Volga Infotech Pvt Ltd,3.5,4-9 Yrs,Not disclosed,Mumbai,"software development, software, object oriented design, developing, windows"
Sr . Software Developer,Cargoflash Infotech,3.2,3-6 Yrs,Not disclosed,Gurgaon,"jQuery, Web technologies, XML, Agile development, ASP.Net"
Senior Software Developer,Diduce Technology Pvt. Ltd,5.0,5-7 Yrs,Not disclosed,Kolkata,"c#, development, analytical, software, microsoft"
Senior Software Developer,Neemtree Internet,1.9,3-6 Yrs,Not disclosed,Mumbai,"Hibernate, jQuery, Coding, Enterprise applications, MySQL"
Senior Software Developer(PHP),Thaver Tech,4.0,2-5 Yrs,Not disclosed,Faridabad,"css, php laravel, web application, bootstrap, ajax"
Senior Software Developers,Teamin Technologies,4.3,2-7 Yrs,Not disclosed,berhampur,"Web application development, server, development, code, plugins"
Developer / Sr. Software Developer,Infoicon Technologies,4.5,5-10 Yrs,Not disclosed,Noida,"development, technical, software, Windows, Zend"
Senior Software Developer,Burns &amp;amp;amp; McDonnell,4.3,2-4 Yrs,Not disclosed,Mumbai,"Visual Basic, GIT, UML, microsoft azure, Windows"
SENIOR SOFTWARE DEVELOPER,Swathi Business Solutions,,5-8 Yrs,Not disclosed,Bengaluru,"Computer science, MS SQL, Backend, Web development, Javascript"
Senior Software Developer,iTech Solutions,3.3,2-3 Yrs,Not disclosed,Bengaluru,"btech, technical, software, Management consulting, mca"
Senior Software Developer - Microsoft .Net,E QL Business Solutions,1.3,2-7 Yrs,Not disclosed,Mumbai,"Team management, VB.NET, Web technologies, C, Development Expert"
Sr. Software Developer FRAPPE,Helloapps,4.5,1-2 Yrs,Not disclosed,Bengaluru,"Client meeting, Project development, Backend, jQuery, Front end"
Sr. Software Developer,Vagus Technologies,3.3,1-5 Yrs,Not disclosed,Trichy,"JAVA, Business Analysts, development, Architects, software"
Senior Software Developers,DataTracks,3.4,4-6 Yrs,Not disclosed,Chennai,"Report generation, B2B, Senior Executive, Client retention, Senior Analyst"
Senior Software Developer ( Full Stack ),Cognitive Navigation,,5-10 Yrs,Not disclosed,Mumbai,"Backend, Front end, Linux, Analytical, Javascript"
Sr. Software Developer,Proteam Softwares,4.7,5-8 Yrs,Not disclosed,Chennai,"server, technical, software, Web development, HTML"
Sr Android Software Developer,Icit,,5-10 Yrs,Not disclosed,Mumbai,"Counsellor, SQLite, Database, Android, Android Application Development"
BlackBerry QNX - Senior Systems Software Developer (BSP/Device Driver),Research In Motion,3.9,3-7 Yrs,Not disclosed,Hyderabad,"RTOS, Performance tuning, C++, PPC, Blackberry"
Senior Software Developer,Thoughtline Technologies,4.1,5-10 Yrs,Not disclosed,Thiruvananthapuram,"c#, server, c, software development, microsoft technologies"
Senior Software Developer (Angular-Fullstack),Thoughtline Technologies,4.1,5-10 Yrs,Not disclosed,Thiruvananthapuram,"server, css, web application, server side, bootstrap"
Senior software Developer,Eoxegen,,2-5 Yrs,Not disclosed,Kolkata,"Web application development, continuous integration, Business Analyst, TDD, SCALA"
Sr . Software Developer,Idoss Technologies,,3-5 Yrs,Not disclosed,Noida,"jQuery, XML, MySQL, Javascript, PHP"
Sr.Software Developer.,Maastrix Solutions,2.6,3-7 Yrs,Not disclosed,Bhubaneswar,"Business analysis, Django, Wordpress, PHP, MongoDB"
Software Developer and Senior Software Developer PHP,Ampere Software Pvt Ltd,3.2,3-6 Yrs,Not disclosed,Noida,"CSS, Linux, MySQL, Javascript, Programming"
"Senior Software Developer(Full stack Dotnet, RemoteIndia)",Cisive,4.0,3-6 Yrs,Not disclosed,New Delhi,"frontend development, unit testing framework, rdbms, full stack, code versioning tools"
Senior Software Developer,Sterling.CO.,3.6,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","spring, react.js, java, software testing, xml"
Senior Software Developer,Enable India,5.0,6-11 Yrs,Not disclosed,Bengaluru,"Hibernate, Version control, GIT, Javascript, Database"
Senior Embedded Software Developer,Astrome Technologies,3.3,3-6 Yrs,Not disclosed,Bengaluru,"RTOS, Health insurance, Communication protocols, Automation testing, Linux"
Sr. Software Developer,Cement Digital,5.0,4-8 Yrs,Not disclosed,Ahmedabad,"MS SQL, jQuery, Coding, XML, Javascript"
Sr. Software Developer,Prakhar Software,3.4,7-12 Yrs,Not disclosed,New Delhi,"C#, MS SQL, jQuery, Web services, Windows Services"
Senior Software Developer (Microsoft Dynamics),Loopio,,5-8 Yrs,Not disclosed,Bengaluru,"GIT, RDBMS, Database design, Technical design, Debugging"
Senior Software Developer,Intech Creative Services,3.8,5-8 Yrs,Not disclosed,Gandhinagar,"Maven, Multithreading, GIT, PGDCA, SOA"
Senior ASP . Net Software Developer,Evia Information Systems,,8-12 Yrs,Not disclosed,Mumbai,"MS SQL, jQuery, Enterprise applications, Web development, Javascript"
Senior Software Developer - PHP,Pabbly,,4-6 Yrs,Not disclosed,Bhopal,"Automation, jQuery, Front end, Linux, Coding"
Senior / Software Developer Microsoft Stack,Esg Risk Assessments & Insights,1.4,3-6 Yrs,Not disclosed,Mumbai,"MS SQL, IIS, jQuery, PHP, HTML"
Senior Software Developer,Aiosell Technologies,5.0,6-11 Yrs,Not disclosed,Bengaluru,"Manager Technology, Technology, Development, Software, Software development"
Senior Software Developer,Machadalo,2.7,1-4 Yrs,Not disclosed,Delhi,"Computer science, Coding, Django, MySQL, Agile"
Senior Software Developer,Zehn Solutions,3.4,2-7 Yrs,Not disclosed,Nagpur,"Interpersonal skills, jQuery, Front end, Networking, Javascript"
Sr.Software Developer,Mobilitysum Technologies,,3-6 Yrs,Not disclosed,Delhi,"Multithreading, Web services, RDBMS, Windows application, Winforms"
Senior Software Developer,Volga Infotech,3.5,4-9 Yrs,Not disclosed,Mumbai,"Object oriented design, MS SQL, jQuery, ASP.Net, JSON"
Sr . Software Developer - PHP,Midas It Services,4.0,7-12 Yrs,Not disclosed,Delhi,"GIT, Symfony, Analytical, devops, MySQL"
Sr . Software Developer - Asp . net,Midas It Services,4.0,7-10 Yrs,Not disclosed,Delhi,"jQuery, LINQ, Version control, SQL database, OOPS"
Senior Software Developer,Information Evolution,3.7,4-5 Yrs,Not disclosed,Coimbatore,"css, aws iam, api gateway, bootstrap, ajax"
Senior Dot Net Software Developer - Healthcare domain,pfc client,,5-8 Yrs,Not disclosed,Chennai(Guindy),"Angularjs, ASP.NET, Net Core Framework, Net Mvc, ASP.Net MVC"
Senior Software Developer,Excelanto Technologies,5.0,3-8 Yrs,Not disclosed,Chennai,"continuous integration, Automation, Quality standards, Coding, Unit testing"
Senior Software Developer,Excelanto Technologies,5.0,3-5 Yrs,Not disclosed,Chennai,"continuous integration, Automation, Quality standards, Coding, Unit testing"
Senior Software Developer,Excelanto Technologies,5.0,4-6 Yrs,Not disclosed,Chennai,"continuous integration, Automation, Quality standards, Coding, Unit testing"
Senior Software Developer [.net],Synfinity Management Consultants,4.1,4-6 Yrs,Not disclosed,Bengaluru,"Coding, XML, MySQL, Debugging, Javascript"
Senior Software Developer,CADS Software India,4.0,8-10 Yrs,Not disclosed,Chennai,"Construction, GIT, Web technologies, Cloud, jenkins"
Senior Software Developer,Clarcity Travel & Expense,,5-10 Yrs,Not disclosed,Noida,"Computer science, C++, jQuery, Visual Basic, MySQL"
Senior Software Developer (.Net),HADOOLYTICS INC,,4-9 Yrs,Not disclosed,Gurgaon,"ASP.Net, Supervision, SQL, Enterprise library, Senior"
Sr. Software Developer PHP.,Clavis Technologies.,4.3,5-10 Yrs,Not disclosed,Noida,"Drupal, Software design, jQuery, XML, MySQL"
Sr. Software Developer,Echofeel,4.8,2-7 Yrs,Not disclosed,Mumbai,"HTML;Javascript, MS SQL, Backend, Web technologies, ASP.Net"
Senior Software Developer,Technologyport Software India,3.0,2-4 Yrs,Not disclosed,Bengaluru,"Developer, HR, Software, Software development, Development"
Sr. Software Developer,Innovapoint Infotech,4.0,3-6 Yrs,Not disclosed,Pune,"Manager Quality Assurance, Coding, Agile development, Architectural design, Technical leadership"
Senior Software Developer,Highpoints Technologies India,5.0,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Product management, Computer science, jQuery, Front end, MySQL"
Senior Software Developer,Incadea,2.8,4-7 Yrs,Not disclosed,Bengaluru,"Project management, Feasibility analysis, Product support, Testing, Software"
Software Senior Software Developer (.Net),Santane,,6-11 Yrs,Not disclosed,Remote,"Backend, C, Focus, Infrastructure, .Net"
Sr Software Developer,Matexnet,3.8,5-10 Yrs,Not disclosed,"Chennai, Coimbatore","Front end, GIT, NoSQL, MySQL, Javascript"
Sr.Software Developer,technologiesindia.com,,3-6 Yrs,Not disclosed,Delhi,"c#, server, Winforms, Service, windows"
Sr. Software Developer/project lead,technologiesindia.com,,3-8 Yrs,Not disclosed,Delhi,"c#, Web application development, server, C, code"
Senior Software Developer (Android),Voylla,4.0,3-6 Yrs,Not disclosed,"Gurugram, Jaipur","Android, Senior, Android Application Development, Software, Software development"
Senior Software Developer (IOS),Voylla,4.0,3-6 Yrs,Not disclosed,"Gurugram, Jaipur","python, IOS, Senior, iPhone, Development"
Senior Software Developer (Ruby on Rails),Voylla,4.0,3-6 Yrs,Not disclosed,"Gurugram, Jaipur","python, Ruby on rails, Ruby rails, Rail, Senior"
